index,Country,Year,PPP
1611,USA,1993,1.0
1612,USA,1994,1.0
1613,USA,1995,1.0
1614,USA,1996,1.0
1615,USA,1997,1.0
1616,USA,1998,1.0
1617,USA,1999,1.0
1618,USA,2000,1.0
1619,USA,2001,1.0
1620,USA,2002,1.0
1621,USA,2003,1.0
1622,USA,2004,1.0
1623,USA,2005,1.0
1624,USA,2006,1.0
1625,USA,2007,1.0
1626,USA,2008,1.0
1627,USA,2009,1.0
1628,USA,2010,1.0
1629,USA,2011,1.0
1630,USA,2012,1.0
1631,USA,2013,1.0
1632,USA,2014,1.0
1633,USA,2015,1.0
1634,USA,2016,1.0
1635,USA,2017,1.0
1636,USA,2018,1.0
1637,BRA,1993,0.012338
1638,BRA,1994,0.290275
1639,BRA,1995,0.538825
1640,BRA,1996,0.626837
1641,BRA,1997,0.663921
1642,BRA,1998,0.689135
1643,BRA,1999,0.73311
1644,BRA,2000,0.758987
1645,BRA,2001,0.803168
1646,BRA,2002,0.868525
1647,BRA,2003,0.9715459999999999
1648,BRA,2004,1.018802
1649,BRA,2005,1.06045
1650,BRA,2006,1.098588
1651,BRA,2007,1.1391149999999999
1652,BRA,2008,1.2153129999999999
1653,BRA,2009,1.2943639999999998
1654,BRA,2010,1.386284
1655,BRA,2011,1.471075
1656,BRA,2012,1.55902
1657,BRA,2013,1.6492930000000001
1658,BRA,2014,1.747275
1659,BRA,2015,1.859391
1660,BRA,2016,1.985496
1661,BRA,2017,2.024346
1662,BRA,2018,2.02855
1663,CHL,1986,93.523686
1664,CHL,1987,113.70088
1665,CHL,1988,133.389001
1666,CHL,1989,144.265356
1667,CHL,1990,168.599469
1668,CHL,1991,197.688509
1669,CHL,1992,216.035681
1670,CHL,1993,233.489516
1671,CHL,1994,257.413897
1672,CHL,1995,275.634032
1673,CHL,1996,275.297279
1674,CHL,1997,278.916341
1675,CHL,1998,278.687422
1676,CHL,1999,280.983095
1677,CHL,2000,286.579744
1678,CHL,2001,291.255853
1679,CHL,2002,296.44642999999996
1680,CHL,2003,304.367803
1681,CHL,2004,319.653389
1682,CHL,2005,333.69
1683,CHL,2006,318.574722
1684,CHL,2007,323.878962
1685,CHL,2008,340.40083300000003
1686,CHL,2009,354.325885
1687,CHL,2010,359.83702
1688,CHL,2011,348.01684700000004
1689,CHL,2012,347.228507
1690,CHL,2013,349.68053599999996
1691,CHL,2014,367.213907
1692,CHL,2015,391.360578
1693,CHL,2016,406.87302200000005
1694,CHL,2017,402.358738
1695,CHL,2018,404.84763599999997
1696,CHN,1980,1.4909999999999999
1697,CHN,1981,1.4040000000000001
1698,CHN,1982,1.328
1699,CHN,1983,1.2919999999999998
1700,CHN,1984,1.308
1701,CHN,1985,1.396
1702,CHN,1986,1.4340000000000002
1703,CHN,1987,1.4709999999999999
1704,CHN,1988,1.5919999999999999
1705,CHN,1989,1.6640000000000001
1706,CHN,1990,1.685171
1707,CHN,1991,1.739895
1708,CHN,1992,1.8405790000000002
1709,CHN,1993,2.071111
1710,CHN,1994,2.4457240000000002
1711,CHN,1995,2.7232689999999997
1712,CHN,1996,2.848314
1713,CHN,1997,2.845812
1714,CHN,1998,2.790131
1715,CHN,1999,2.713219
1716,CHN,2000,2.707541
1717,CHN,2001,2.701299
1718,CHN,2002,2.676549
1719,CHN,2003,2.692593
1720,CHN,2004,2.802777
1721,CHN,2005,2.821377
1722,CHN,2006,2.844798
1723,CHN,2007,2.987333
1724,CHN,2008,3.159192
1725,CHN,2009,3.131183
1726,CHN,2010,3.308221
1727,CHN,2011,3.505536
1728,CHN,2012,3.524483
1729,CHN,2013,3.5456480000000004
1730,CHN,2014,3.5119910000000005
1731,CHN,2015,3.477557
1732,CHN,2016,3.4728260000000004
1733,CHN,2017,3.5497589999999994
1734,CHN,2018,3.5646370000000003
1735,COL,1980,20.265684
1736,COL,1981,22.750417000000002
1737,COL,1982,26.754763
1738,COL,1983,30.984517999999998
1739,COL,1984,36.485068
1740,COL,1985,44.22165
1741,COL,1986,55.863859
1742,COL,1987,66.959564
1743,COL,1988,82.665736
1744,COL,1989,99.32994599999999
1745,COL,1990,121.21808500000002
1746,COL,1991,148.035084
1747,COL,1992,176.904663
1748,COL,1993,221.095343
1749,COL,1994,314.68086600000004
1750,COL,1995,366.36013399999996
1751,COL,1996,420.48300700000004
1752,COL,1997,483.024742
1753,COL,1998,548.430332
1754,COL,1999,608.348675
1755,COL,2000,783.734381
1756,COL,2001,816.220838
1757,COL,2002,851.857381
1758,COL,2003,892.239098
1759,COL,2004,931.60464
1760,COL,2005,952.723748
1761,COL,2006,977.7066570000001
1762,COL,2007,1000.3578130000001
1763,COL,2008,1055.242084
1764,COL,2009,1082.979231
1765,COL,2010,1111.170441
1766,COL,2011,1161.909895
1767,COL,2012,1174.9952130000001
1768,COL,2013,1179.3626359999998
1769,COL,2014,1182.549471
1770,COL,2015,1198.565328
1771,COL,2016,1241.199851
1772,COL,2017,1278.0404019999999
1773,COL,2018,1322.222079
1774,EST,1993,0.17485699999999998
1775,EST,1994,0.23911500000000002
1776,EST,1995,0.307882
1777,EST,1996,0.377689
1778,EST,1997,0.409537
1779,EST,1998,0.43542700000000006
1780,EST,1999,0.46233199999999997
1781,EST,2000,0.468855
1782,EST,2001,0.487809
1783,EST,2002,0.486245
1784,EST,2003,0.486311
1785,EST,2004,0.49409899999999995
1786,EST,2005,0.503328
1787,EST,2006,0.521332
1788,EST,2007,0.551715
1789,EST,2008,0.5450550000000001
1790,EST,2009,0.5170140000000001
1791,EST,2010,0.512138
1792,EST,2011,0.5116
1793,EST,2012,0.521063
1794,EST,2013,0.522424
1795,EST,2014,0.52689
1796,EST,2015,0.5374359999999999
1797,EST,2016,0.533337
1798,EST,2017,0.535932
1799,EST,2018,0.547925
1800,IND,1980,3.6639999999999997
1801,IND,1981,3.752
1802,IND,1982,3.84
1803,IND,1983,4.093
1804,IND,1984,4.266
1805,IND,1985,4.431
1806,IND,1986,4.638
1807,IND,1987,4.944
1808,IND,1988,5.17
1809,IND,1989,5.397
1810,IND,1990,5.75955
1811,IND,1991,6.340546
1812,IND,1992,6.755002
1813,IND,1993,7.248701
1814,IND,1994,7.806002
1815,IND,1995,8.339502
1816,IND,1996,8.810382
1817,IND,1997,9.223113
1818,IND,1998,9.854948
1819,IND,1999,10.00424
1820,IND,2000,10.138195
1821,IND,2001,10.231045
1822,IND,2002,10.450766
1823,IND,2003,10.642758
1824,IND,2004,10.950977
1825,IND,2005,11.05912
1826,IND,2006,11.418592
1827,IND,2007,11.762825999999999
1828,IND,2008,12.536125
1829,IND,2009,13.196079000000001
1830,IND,2010,14.208060000000001
1831,IND,2011,15.109435000000001
1832,IND,2012,16.013302
1833,IND,2013,16.733715
1834,IND,2014,16.986392000000002
1835,IND,2015,17.152326000000002
1836,IND,2016,17.522907999999997
1837,IND,2017,17.72917
1838,IND,2018,18.127587
1839,IDN,1980,272.368
1840,IDN,1981,260.402
1841,IDN,1982,257.744
1842,IDN,1983,296.536
1843,IDN,1984,309.313
1844,IDN,1985,315.658
1845,IDN,1986,309.437
1846,IDN,1987,349.24699999999996
1847,IDN,1988,363.18
1848,IDN,1989,390.346
1849,IDN,1990,360.606613
1850,IDN,1991,379.586547
1851,IDN,1992,398.17741
1852,IDN,1993,463.412846
1853,IDN,1994,489.042999
1854,IDN,1995,526.391621
1855,IDN,1996,561.807938
1856,IDN,1997,621.7929190000001
1857,IDN,1998,1078.123316
1858,IDN,1999,1212.247188
1859,IDN,2000,1427.6347970000002
1860,IDN,2001,1595.3685369999998
1861,IDN,2002,1663.889513
1862,IDN,2003,1720.8789760000002
1863,IDN,2004,1818.035727
1864,IDN,2005,2013.7960640000001
1865,IDN,2006,2229.007024
1866,IDN,2007,2415.6723620000002
1867,IDN,2008,2799.2014050000002
1868,IDN,2009,3007.98471
1869,IDN,2010,3425.297479
1870,IDN,2011,3606.5660840000005
1871,IDN,2012,3674.2702520000003
1872,IDN,2013,3795.437571
1873,IDN,2014,3931.472728
1874,IDN,2015,4044.099352
1875,IDN,2016,4092.200721
1876,IDN,2017,4190.49247
1877,IDN,2018,4245.6131399999995
1878,ISR,1977,0.000772
1879,ISR,1978,0.001126
1880,ISR,1979,0.001838
1881,ISR,1980,0.0037990000000000003
1882,ISR,1981,0.007797
1883,ISR,1982,0.016687
1884,ISR,1983,0.040131
1885,ISR,1984,0.18777
1886,ISR,1985,0.663508
1887,ISR,1986,0.9766540000000001
1888,ISR,1987,1.145412
1889,ISR,1988,1.318426
1890,ISR,1989,1.50597
1891,ISR,1990,1.6829060000000002
1892,ISR,1991,1.955539
1893,ISR,1992,2.142514
1894,ISR,1993,2.325038
1895,ISR,1994,2.561844
1896,ISR,1995,2.736798
1897,ISR,1996,2.971706
1898,ISR,1997,3.165433
1899,ISR,1998,3.345787
1900,ISR,1999,3.5046410000000003
1901,ISR,2000,3.441532
1902,ISR,2001,3.427436
1903,ISR,2002,3.462676
1904,ISR,2003,3.6283849999999997
1905,ISR,2004,3.5353730000000003
1906,ISR,2005,3.716937
1907,ISR,2006,3.789247
1908,ISR,2007,3.7249790000000003
1909,ISR,2008,3.8672050000000002
1910,ISR,2009,3.9629480000000004
1911,ISR,2010,3.97626
1912,ISR,2011,3.9447629999999996
1913,ISR,2012,3.9553580000000004
1914,ISR,2013,3.8395660000000005
1915,ISR,2014,3.9403870000000003
1916,ISR,2015,3.924124
1917,ISR,2016,3.826053
1918,ISR,2017,3.754754
1919,ISR,2018,3.7520879999999996
1920,RUS,1995,1.71517
1921,RUS,1996,2.455975
1922,RUS,1997,2.778421
1923,RUS,1998,3.2583990000000003
1924,RUS,1999,5.5396410000000005
1925,RUS,2000,7.301404
1926,RUS,2001,8.322817
1927,RUS,2002,9.273503999999999
1928,RUS,2003,9.866787
1929,RUS,2004,11.556842999999999
1930,RUS,2005,12.736131
1931,RUS,2006,12.618288
1932,RUS,2007,13.984503
1933,RUS,2008,14.341196
1934,RUS,2009,14.016913
1935,RUS,2010,15.821142000000002
1936,RUS,2011,17.345572
1937,RUS,2012,18.460624
1938,RUS,2013,19.421265
1939,RUS,2014,21.01471
1940,RUS,2015,23.588314999999998
1941,RUS,2016,24.361176
1942,RUS,2017,24.342029999999998
1943,RUS,2018,25.643372
1944,SVN,1990,0.034777999999999996
1945,SVN,1991,0.06557400000000001
1946,SVN,1992,0.197581
1947,SVN,1993,0.264574
1948,SVN,1994,0.31755900000000004
1949,SVN,1995,0.39005300000000004
1950,SVN,1996,0.427457
1951,SVN,1997,0.45593199999999995
1952,SVN,1998,0.482508
1953,SVN,1999,0.508506
1954,SVN,2000,0.526505
1955,SVN,2001,0.56003
1956,SVN,2002,0.583286
1957,SVN,2003,0.6085649999999999
1958,SVN,2004,0.608383
1959,SVN,2005,0.610135
1960,SVN,2006,0.610317
1961,SVN,2007,0.630975
1962,SVN,2008,0.633789
1963,SVN,2009,0.645342
1964,SVN,2010,0.637951
1965,SVN,2011,0.62397
1966,SVN,2012,0.606793
1967,SVN,2013,0.590407
1968,SVN,2014,0.591238
1969,SVN,2015,0.5951380000000001
1970,SVN,2016,0.5889300000000001
1971,SVN,2017,0.5755779999999999
1972,SVN,2018,0.581671
1973,ZAF,1970,0.274454
1974,ZAF,1971,0.277035
1975,ZAF,1972,0.294821
1976,ZAF,1973,0.330534
1977,ZAF,1974,0.351209
1978,ZAF,1975,0.355117
1979,ZAF,1976,0.370831
1980,ZAF,1977,0.387531
1981,ZAF,1978,0.404427
1982,ZAF,1979,0.42985500000000004
1983,ZAF,1980,0.485
1984,ZAF,1981,0.488
1985,ZAF,1982,0.523
1986,ZAF,1983,0.5870000000000001
1987,ZAF,1984,0.632
1988,ZAF,1985,0.715
1989,ZAF,1986,0.821
1990,ZAF,1987,0.9159999999999999
1991,ZAF,1988,1.02
1992,ZAF,1989,1.1364670000000001
1993,ZAF,1990,1.2700799999999999
1994,ZAF,1991,1.421556
1995,ZAF,1992,1.5923459999999998
1996,ZAF,1993,1.757248
1997,ZAF,1994,1.8845180000000001
1998,ZAF,1995,2.03425
1999,ZAF,1996,2.1555779999999998
2000,ZAF,1997,2.287537
2001,ZAF,1998,2.438775
2002,ZAF,1999,2.571885
2003,ZAF,2000,2.737055
2004,ZAF,2001,2.8795759999999997
2005,ZAF,2002,3.1831869999999998
2006,ZAF,2003,3.301768
2007,ZAF,2004,3.423147
2008,ZAF,2005,3.497151
2009,ZAF,2006,3.605151
2010,ZAF,2007,3.822457
2011,ZAF,2008,4.080004
2012,ZAF,2009,4.35313
2013,ZAF,2010,4.573735
2014,ZAF,2011,4.773937999999999
2015,ZAF,2012,4.935225
2016,ZAF,2013,5.155736
2017,ZAF,2014,5.345785
2018,ZAF,2015,5.559277
2019,ZAF,2016,5.861077
2020,ZAF,2017,6.076257
2021,ZAF,2018,6.123734
2022,DEW,1960,1.242774
2023,DEW,1961,1.288992
2024,DEW,1962,1.3095729999999999
2025,DEW,1963,1.3304479999999999
2026,DEW,1964,1.346592
2027,DEW,1965,1.358786
2028,DEW,1966,1.358207
2029,DEW,1967,1.340967
2030,DEW,1968,1.308165
2031,DEW,1969,1.2956290000000001
2032,DEW,1970,1.303072
2033,DEW,1971,1.334555
2034,DEW,1972,1.3370549999999999
2035,DEW,1973,1.347917
2036,DEW,1974,1.326776
2037,DEW,1975,1.28311
2038,DEW,1976,1.2565469999999999
2039,DEW,1977,1.219827
2040,DEW,1978,1.18022
2041,DEW,1979,1.136884
2042,DEW,1980,1.099667
2043,DEW,1981,1.04778
2044,DEW,1982,1.0317530000000001
2045,DEW,1983,1.02045
2046,DEW,1984,1.005072
2047,DEW,1985,0.994618
2048,DEW,1986,1.004198
2049,DEW,1987,0.991735
2050,DEW,1988,0.9743870000000001
2051,DEW,1989,0.9649200000000001
2052,DEW,1990,0.962098
2053,DEW,1991,0.9598530000000001
2054,DEW,1992,0.9891340000000001
2055,DEW,1993,1.004635
2056,DEW,1994,1.008222
2057,DEW,1995,1.007466
2058,EU28,1995,0.8421770000000001
2059,EU28,1996,0.852617
2060,EU28,1997,0.8632790000000001
2061,EU28,1998,0.864507
2062,EU28,1999,0.872337
2063,EU28,2000,0.876249
2064,EU28,2001,0.868116
2065,EU28,2002,0.858914
2066,EU28,2003,0.8483370000000001
2067,EU28,2004,0.846226
2068,EU28,2005,0.849901
2069,EU28,2006,0.827809
2070,EU28,2007,0.8242729999999999
2071,EU28,2008,0.790276
2072,EU28,2009,0.760596
2073,EU28,2010,0.7652869999999999
2074,EU28,2011,0.7544350000000001
2075,EU28,2012,0.755761
2076,EU28,2013,0.734622
2077,EU28,2014,0.7371300000000001
2078,EU28,2015,0.751375
2079,EU28,2016,0.72752
2080,EU28,2017,0.706071
2081,EU28,2018,0.708252
2082,LVA,1994,0.243
2083,LVA,1995,0.296514
2084,LVA,1996,0.328444
2085,LVA,1997,0.34192100000000003
2086,LVA,1998,0.353092
2087,LVA,1999,0.354315
2088,LVA,2000,0.36080500000000004
2089,LVA,2001,0.35328200000000004
2090,LVA,2002,0.360954
2091,LVA,2003,0.378645
2092,LVA,2004,0.39969899999999997
2093,LVA,2005,0.438594
2094,LVA,2006,0.489396
2095,LVA,2007,0.5663520000000001
2096,LVA,2008,0.575541
2097,LVA,2009,0.5210229999999999
2098,LVA,2010,0.487045
2099,LVA,2011,0.498504
2100,LVA,2012,0.506202
2101,LVA,2013,0.49927200000000005
2102,LVA,2014,0.497561
2103,LVA,2015,0.497436
2104,LVA,2016,0.49448100000000006
2105,LVA,2017,0.49073900000000004
2106,LVA,2018,0.499301
2107,LTU,1995,0.361161
2108,LTU,1996,0.422792
2109,LTU,1997,0.46385299999999996
2110,LTU,1998,0.472608
2111,LTU,1999,0.461163
2112,LTU,2000,0.451661
2113,LTU,2001,0.432697
2114,LTU,2002,0.42073
2115,LTU,2003,0.404438
2116,LTU,2004,0.414417
2117,LTU,2005,0.435163
2118,LTU,2006,0.446713
2119,LTU,2007,0.470649
2120,LTU,2008,0.492828
2121,LTU,2009,0.469297
2122,LTU,2010,0.450413
2123,LTU,2011,0.45191899999999996
2124,LTU,2012,0.452657
2125,LTU,2013,0.44334799999999996
2126,LTU,2014,0.44262299999999993
2127,LTU,2015,0.445738
2128,LTU,2016,0.44702200000000003
2129,LTU,2017,0.448588
2130,LTU,2018,0.457582
2131,SAU,1990,0.983247
2132,SAU,1991,0.9300440000000001
2133,SAU,1992,0.9066190000000001
2134,SAU,1993,0.8708110000000001
2135,SAU,1994,0.862001
2136,SAU,1995,0.8935190000000001
2137,SAU,1996,0.946321
2138,SAU,1997,0.962586
2139,SAU,1998,0.8195680000000001
2140,SAU,1999,0.924167
2141,SAU,2000,1.0025309999999998
2142,SAU,2001,0.964053
2143,SAU,2002,1.006037
2144,SAU,2003,1.009218
2145,SAU,2004,1.0908069999999999
2146,SAU,2005,1.2697450000000001
2147,SAU,2006,1.374458
2148,SAU,2007,1.451762
2149,SAU,2008,1.6757060000000001
2150,SAU,2009,1.401753
2151,SAU,2010,1.622911
2152,SAU,2011,1.837011
2153,SAU,2012,1.8762159999999999
2154,SAU,2013,1.823938
2155,SAU,2014,1.751108
2156,SAU,2015,1.4394120000000001
2157,SAU,2016,1.377981
2158,SAU,2017,1.4458870000000001
2159,SAU,2018,1.577274
2160,EA19,1995,0.887065
2161,EA19,1996,0.8945489999999999
2162,EA19,1997,0.8779629999999999
2163,EA19,1998,0.870273
2164,EA19,1999,0.874274
2165,EA19,2000,0.863713
2166,EA19,2001,0.860384
2167,EA19,2002,0.852125
2168,EA19,2003,0.858865
2169,EA19,2004,0.8568120000000001
2170,EA19,2005,0.852723
2171,EA19,2006,0.827189
2172,EA19,2007,0.820974
2173,EA19,2008,0.8061520000000001
2174,EA19,2009,0.7948149999999999
2175,EA19,2010,0.79299
2176,EA19,2011,0.7804180000000001
2177,EA19,2012,0.7741100000000001
2178,EA19,2013,0.755508
2179,EA19,2014,0.751931
2180,EA19,2015,0.755019
2181,EA19,2016,0.743474
2182,EA19,2017,0.728101
2183,EA19,2018,0.732035
2184,ARG,1990,0.315
2185,ARG,1991,0.7240000000000001
2186,ARG,1992,0.805
2187,ARG,1993,0.772
2188,ARG,1994,0.778
2189,ARG,1995,0.7859999999999999
2190,ARG,1996,0.7709999999999999
2191,ARG,1997,0.755
2192,ARG,1998,0.7340000000000001
2193,ARG,1999,0.71
2194,ARG,2000,0.7020000000000001
2195,ARG,2001,0.68
2196,ARG,2002,0.87
2197,ARG,2003,0.946
2198,ARG,2004,1.006
2199,ARG,2005,1.0759999999999998
2200,ARG,2006,1.188453
2201,ARG,2007,1.330595
2202,ARG,2008,1.6073790000000001
2203,ARG,2009,1.8405779999999998
2204,ARG,2010,2.1986830000000004
2205,ARG,2011,2.664829
2206,ARG,2012,3.200527
2207,ARG,2013,3.9039660000000005
2208,ARG,2014,5.380045
2209,ARG,2015,6.737002
2210,ARG,2016,9.317956
2211,ARG,2017,11.473536
2212,ARG,2018,15.714044
2213,CRI,1990,43.49203
2214,CRI,1991,53.144941
2215,CRI,1992,62.192466
2216,CRI,1993,67.051022
2217,CRI,1994,75.933888
2218,CRI,1995,90.165033
2219,CRI,1996,102.05937
2220,CRI,1997,114.99758
2221,CRI,1998,127.58391499999999
2222,CRI,1999,139.987512
2223,CRI,2000,149.901359
2224,CRI,2001,160.864334
2225,CRI,2002,174.055206
2226,CRI,2003,188.950559
2227,CRI,2004,208.62014399999998
2228,CRI,2005,228.60030299999997
2229,CRI,2006,250.70183500000002
2230,CRI,2007,269.930219
2231,CRI,2008,294.963976
2232,CRI,2009,321.50931
2233,CRI,2010,338.500809
2234,CRI,2011,346.738298
2235,CRI,2012,355.297024
2236,CRI,2013,363.682463
2237,CRI,2014,377.983569
2238,CRI,2015,388.05152799999996
2239,CRI,2016,390.019563
2240,CRI,2017,390.70534100000003
2241,CRI,2018,391.132956
2242,BGR,1995,0.01963
2243,BGR,1996,0.038235000000000005
2244,BGR,1997,0.398226
2245,BGR,1998,0.518754
2246,BGR,1999,0.525167
2247,BGR,2000,0.535958
2248,BGR,2001,0.5557300000000001
2249,BGR,2002,0.558291
2250,BGR,2003,0.560446
2251,BGR,2004,0.580778
2252,BGR,2005,0.5965020000000001
2253,BGR,2006,0.6188670000000001
2254,BGR,2007,0.657064
2255,BGR,2008,0.6776800000000001
2256,BGR,2009,0.693056
2257,BGR,2010,0.676994
2258,BGR,2011,0.701073
2259,BGR,2012,0.692816
2260,BGR,2013,0.680008
2261,BGR,2014,0.661231
2262,BGR,2015,0.6785180000000001
2263,BGR,2016,0.677218
2264,BGR,2017,0.681667
2265,BGR,2018,0.699653
2266,HRV,1995,3.188103
2267,HRV,1996,3.2554369999999997
2268,HRV,1997,3.4242550000000005
2269,HRV,1998,3.654211
2270,HRV,1999,3.7463559999999996
2271,HRV,2000,3.786475
2272,HRV,2001,3.8722410000000003
2273,HRV,2002,3.8793620000000004
2274,HRV,2003,3.9884160000000004
2275,HRV,2004,4.011737999999999
2276,HRV,2005,4.093508
2277,HRV,2006,3.9181440000000003
2278,HRV,2007,3.869245
2279,HRV,2008,3.872406
2280,HRV,2009,3.8417790000000003
2281,HRV,2010,3.8738349999999997
2282,HRV,2011,3.752628
2283,HRV,2012,3.664139
2284,HRV,2013,3.5751199999999996
2285,HRV,2014,3.5434919999999996
2286,HRV,2015,3.5114370000000004
2287,HRV,2016,3.4320230000000005
2288,HRV,2017,3.371315
2289,HRV,2018,3.3944339999999995
2290,CYP,1995,0.691116
2291,CYP,1996,0.697555
2292,CYP,1997,0.702154
2293,CYP,1998,0.711255
2294,CYP,1999,0.7207520000000001
2295,CYP,2000,0.717001
2296,CYP,2001,0.711542
2297,CYP,2002,0.7105090000000001
2298,CYP,2003,0.737342
2299,CYP,2004,0.734309
2300,CYP,2005,0.722892
2301,CYP,2006,0.710569
2302,CYP,2007,0.694902
2303,CYP,2008,0.693818
2304,CYP,2009,0.681941
2305,CYP,2010,0.7001970000000001
2306,CYP,2011,0.698621
2307,CYP,2012,0.706852
2308,CYP,2013,0.687317
2309,CYP,2014,0.679712
2310,CYP,2015,0.6629619999999999
2311,CYP,2016,0.644648
2312,CYP,2017,0.632269
2313,CYP,2018,0.6308050000000001
2314,MLT,1995,0.580331
2315,MLT,1996,0.576991
2316,MLT,1997,0.575221
2317,MLT,1998,0.58072
2318,MLT,1999,0.583359
2319,MLT,2000,0.579975
2320,MLT,2001,0.588859
2321,MLT,2002,0.581838
2322,MLT,2003,0.5745319999999999
2323,MLT,2004,0.566773
2324,MLT,2005,0.572731
2325,MLT,2006,0.572207
2326,MLT,2007,0.568656
2327,MLT,2008,0.571553
2328,MLT,2009,0.569338
2329,MLT,2010,0.572525
2330,MLT,2011,0.574148
2331,MLT,2012,0.579729
2332,MLT,2013,0.5774779999999999
2333,MLT,2014,0.586361
2334,MLT,2015,0.599539
2335,MLT,2016,0.5925199999999999
2336,MLT,2017,0.581816
2337,MLT,2018,0.5985560000000001
2338,PER,1990,0.07294400000000001
2339,PER,1991,0.340717
2340,PER,1992,0.561154
2341,PER,1993,0.8059890000000001
2342,PER,1994,0.9905440000000001
2343,PER,1995,1.102062
2344,PER,1996,1.187155
2345,PER,1997,1.252186
2346,PER,1998,1.305276
2347,PER,1999,1.323329
2348,PER,2000,1.339492
2349,PER,2001,1.315609
2350,PER,2002,1.297131
2351,PER,2003,1.29471
2352,PER,2004,1.3391819999999999
2353,PER,2005,1.3428930000000001
2354,PER,2006,1.402617
2355,PER,2007,1.386622
2356,PER,2008,1.374949
2357,PER,2009,1.392747
2358,PER,2010,1.4545190000000001
2359,PER,2011,1.5212299999999999
2360,PER,2012,1.511678
2361,PER,2013,1.503695
2362,PER,2014,1.515085
2363,PER,2015,1.537922
2364,PER,2016,1.562275
2365,PER,2017,1.5951229999999998
2366,PER,2018,1.620607
2367,ROU,1995,0.061893
2368,ROU,1996,0.087738
2369,ROU,1997,0.20322300000000001
2370,ROU,1998,0.296569
2371,ROU,1999,0.438333
2372,ROU,2000,0.616097
2373,ROU,2001,0.813348
2374,ROU,2002,0.9783540000000001
2375,ROU,2003,1.177976
2376,ROU,2004,1.269914
2377,ROU,2005,1.401284
2378,ROU,2006,1.400885
2379,ROU,2007,1.4893459999999998
2380,ROU,2008,1.566239
2381,ROU,2009,1.566897
2382,ROU,2010,1.537767
2383,ROU,2011,1.550032
2384,ROU,2012,1.563593
2385,ROU,2013,1.6062299999999998
2386,ROU,2014,1.628371
2387,ROU,2015,1.6624240000000001
2388,ROU,2016,1.627054
2389,ROU,2017,1.644575
2390,ROU,2018,1.7189849999999998
2391,MKD,1997,18.749028
2392,MKD,1998,18.751852
2393,MKD,1999,19.039278
2394,MKD,2000,19.943607999999998
2395,MKD,2001,20.493183
2396,MKD,2002,20.015099
2397,MKD,2003,20.122733
2398,MKD,2004,19.279313000000002
2399,MKD,2005,19.293528
2400,MKD,2006,18.905007
2401,MKD,2007,19.532389000000002
2402,MKD,2008,19.263835999999998
2403,MKD,2009,18.360335
2404,MKD,2010,18.731847
2405,MKD,2011,19.289545
2406,MKD,2012,19.003525
2407,MKD,2013,19.105395
2408,MKD,2014,18.995901999999997
2409,MKD,2015,19.435433
2410,MKD,2016,19.297242999999998
2411,MKD,2017,19.358078
2412,MKD,2018,19.378351000000002
2413,ZMB,2000,0.638
2414,ZMB,2001,0.782
2415,ZMB,2002,0.919
2416,ZMB,2003,1.06
2417,ZMB,2004,1.235
2418,ZMB,2005,1.396
2419,ZMB,2006,1.551
2420,ZMB,2007,1.7069999999999999
2421,ZMB,2008,1.8519999999999999
2422,ZMB,2009,1.9409999999999998
2423,ZMB,2010,2.185
2424,ZMB,2011,2.378
2425,ZMB,2012,2.497
2426,ZMB,2013,2.698
2427,ZMB,2014,2.795
2428,ZMB,2015,2.949
2429,ZMB,2016,3.3080000000000003
2430,ZMB,2017,3.525
